ID,Dispositivo,Marca,Modelo,Tipo,Componente_Fallido,Error_Especifico,Diagnostico,Severidad,Solucion_Recomendada,Estado,Costo_Estimado_USD,Tiempo_Reparacion_Horas
708,Tablet,Amazon,Fire 7,Educacional,Disco Duro/SSD,Error de formato al intentar reparar disco,Diagnóstico general: Error de formato al intentar reparar disco. Se requiere revisión técnica especializada.,Baja,Ejecutar optimización de disco. Liberar espacio en SSD para mejorar rendimiento.,En diagnóstico,138.86,2.1
709,Tablet,Microsoft,Surface Pro 10,Estándar,Conectividad,Módulo WiFi/Bluetooth no detectado en BIOS,Problema de configuración BIOS. Módulo WiFi/Bluetooth no detectado en BIOS. Solución: Reset de configuración y actualización de firmware.,Baja,Resetear adaptador de red. Olvidar y reconectar redes WiFi.,En diagnóstico,55.93,2.9
710,Tablet,Amazon,Fire Max 11,Educacional,Disco Duro/SSD,"Disco muestra capacidad incorrecta, tabla de particiones dañada","Diagnóstico general: Disco muestra capacidad incorrecta, tabla de particiones dañada. Se requiere revisión técnica especializada.",Media,Ejecutar CHKDSK y reparación de sectores. Monitorear SMART diariamente.,Garantía vigente,71.92,1.3
711,Computadora,Custom/Genérica,PC Oficina i5-12400,SFF,Batería,Batería no detectada por el sistema operativo,Fallo en sistema de alimentación por batería. Batería no detectada por el sistema operativo. Reemplazo de batería necesario.,Alta,Reemplazar batería con original de fabricante. No usar baterías genéricas.,Reparable,108.69,13.5
712,Tablet,Xiaomi,Pad 6 Pro,Económica,Pantalla,"Pantalla con color amarillento, perfil de color corrupto","Pantalla defectuosa. Pantalla con color amarillento, perfil de color corrupto. Inspeccionar conexiones y testear con pantalla externa.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,Reparable,346.77,13.4
713,Tablet,ASUS,ZenPad Z8s,2 en 1,Batería,Batería no detectada por el sistema operativo,Fallo en sistema de alimentación por batería. Batería no detectada por el sistema operativo. Reemplazo de batería necesario.,Media,Calibrar batería siguiendo procedimiento del fabricante. Verificar ciclo de carga.,En diagnóstico,139.4,5.6
714,Computadora,HP,HP 290 G9,Workstation,Motherboard,"Puertos USB traseros no funcionan, controlador I/O dañado","Diagnóstico: Puerto defectuoso. Puertos USB traseros no funcionan, controlador I/O dañado. Inspeccionar pines y soldaduras con lupa.",Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,Garantía vigente,220.2,1.1
715,Laptop,Samsung,Galaxy Book Go,Premium,Disco Duro/SSD,"Disco se desconecta aleatoriamente, cable SATA defectuoso","Diagnóstico general: Disco se desconecta aleatoriamente, cable SATA defectuoso. Se requiere revisión técnica especializada.",Crítica,Clonar disco inmediatamente si es posible. Reemplazo urgente de unidad. Recuperación de datos profesional.,En diagnóstico,62.49,27.5
716,Computadora,Lenovo,IdeaCentre Gaming 5,Mini PC,Batería,Controlador de carga de batería defectuoso,Fallo en sistema de alimentación por batería. Controlador de carga de batería defectuoso. Reemplazo de batería necesario.,Alta,Reemplazar batería con original de fabricante. No usar baterías genéricas.,Requiere reemplazo de componente,141.14,5.8
717,Computadora,Huawei,MateStation B515,Workstation,Puertos,"Puerto de carga USB-C no funciona, PD dañado","Diagnóstico general: Puerto de carga USB-C no funciona, PD dañado. Se requiere revisión técnica especializada.",Crítica,Reemplazo de placa de puertos o motherboard. Daño irreparable en múltiples puertos.,Fuera de servicio,112.86,28.8
718,Computadora,Apple,Mac mini M2,Servidor,GPU,"Artefactos gráficos en pantalla, memoria VRAM dañada","Fallo de memoria detectado. Artefactos gráficos en pantalla, memoria VRAM dañada. Se recomienda reemplazar módulo defectuoso.",Alta,Reflow o reball de GPU. Reemplazar pasta térmica. Verificar alimentación.,En diagnóstico,163.3,15.9
719,Computadora,Custom/Genérica,PC Economica Ryzen 5,Micro,Batería,Batería no suministra energía suficiente bajo carga,Batería en estado crítico. Batería no suministra energía suficiente bajo carga. Retirar si está inflada por riesgo de seguridad.,Alta,Reemplazar batería con original de fabricante. No usar baterías genéricas.,Requiere reemplazo de componente,121.72,19.1
720,Laptop,Apple,MacBook Pro 16 M2 Pro,2 en 1,RAM,"RAM no funciona en dual channel, módulo incompatible","Error de memoria RAM. RAM no funciona en dual channel, módulo incompatible. Verificar compatibilidad y velocidad de módulos.",Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,En diagnóstico,49.5,4.1
721,Laptop,MSI,Katana 15,Ultrabook,Pantalla,"Resolución atascada en modo seguro, driver de pantalla corrupto","Problema de display detectado. Resolución atascada en modo seguro, driver de pantalla corrupto. Evaluar reemplazo de panel o componentes asociados.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,En diagnóstico,190.23,22.4
722,Computadora,ASUS,ProArt Station PD5,Mini PC,Motherboard,"Placa madre no enciende, sin luz de power","Diagnóstico general: Placa madre no enciende, sin luz de power. Se requiere revisión técnica especializada.",Alta,Reparación especializada de microsoldadura. Reemplazar componentes SMD dañados.,Requiere reemplazo de componente,404.7,13.2
723,Tablet,ASUS,Chromebook Detachable CZ1,Estándar,Disco Duro/SSD,SMART warning: Reallocated Sector Count excedido,Diagnóstico general: SMART warning: Reallocated Sector Count excedido. Se requiere revisión técnica especializada.,Media,Ejecutar CHKDSK y reparación de sectores. Monitorear SMART diariamente.,Reparable,182.18,7.6
724,Computadora,ASUS,ProArt Station PD5,Workstation,GPU,"Rayos y artefactos en pantalla al iniciar juegos, GPU dañada","Fallo en sistema de visualización. Rayos y artefactos en pantalla al iniciar juegos, GPU dañada. Verificar cable flex y controlador de backlight.",Media,Reinstalar drivers con DDU. Verificar temperatura y ventilación de GPU.,Garantía vigente,121.6,7.5
725,Laptop,Lenovo,ThinkBook 15,2 en 1,Pantalla,"Resolución atascada en modo seguro, driver de pantalla corrupto","Pantalla defectuosa. Resolución atascada en modo seguro, driver de pantalla corrupto. Inspeccionar conexiones y testear con pantalla externa.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,En diagnóstico,313.77,6.7
726,Laptop,HP,Spectre x360,2 en 1,RAM,"SODIMM RAM con pines dañados, contacto intermitente","Problema de memoria. SODIMM RAM con pines dañados, contacto intermitente. Revisar slots y limpieza de contactos con alcohol isopropílico.",Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,En diagnóstico,41.6,2.0
727,Laptop,Toshiba,Satellite C55,Gaming,Motherboard,"Motherboard con pista dañada, circuito abierto","Problema en circuito de motherboard. Motherboard con pista dañada, circuito abierto. Medir voltajes en puntos de test para localizar falla.",Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,En diagnóstico,382.34,1.6
728,Computadora,Apple,Mac mini M2,Micro,Motherboard,"Motherboard con condensadores inflados, inestabilidad","Motherboard con daño eléctrico. Motherboard con condensadores inflados, inestabilidad. Inspeccionar con microscopio y multímetro.",Baja,Limpieza profunda y rethermal. Verificar conexiones y reseat de componentes.,En diagnóstico,473.35,0.9
729,Tablet,ASUS,ZenPad Z8s,Estándar,RAM,Sistema no arranca con los dos módulos RAM instalados,Fallo de memoria detectado. Sistema no arranca con los dos módulos RAM instalados. Se recomienda reemplazar módulo defectuoso.,Media,Limpiar contactos con alcohol isopropílico. Reubicar módulos en slots diferentes.,Garantía vigente,53.23,1.7
730,Laptop,ASUS,VivoBook 15,Empresarial,BIOS,Error de checksum en BIOS al arrancar,Diagnóstico: Corrupción de BIOS. Error de checksum en BIOS al arrancar. Procedimiento: Reflashing con método de recuperación del fabricante.,Alta,Flashear BIOS desde USB con método de recuperación del fabricante. Verificar versión actual.,En diagnóstico,48.71,19.9
731,Laptop,Samsung,Galaxy Book2 360,Premium,RAM,"RAM no detectada, sistema muestra menos memoria de la instalada","Fallo de memoria detectado. RAM no detectada, sistema muestra menos memoria de la instalada. Se recomienda reemplazar módulo defectuoso.",Alta,Reemplazar módulo RAM dañado. Probar con módulo nuevo en slot afectado.,Requiere reemplazo de componente,97.83,12.0
732,Laptop,HP,ProBook 450,Ultrabook,GPU,GPU integrada causa parpadeo en pantalla,Display con defecto. GPU integrada causa parpadeo en pantalla. Reemplazo de panel recomendado si costo es viable.,Media,Reinstalar drivers con DDU. Verificar temperatura y ventilación de GPU.,Reparable,444.79,1.5
733,Laptop,Samsung,Galaxy Book2 Pro,Chromebook,GPU,GPU integrada causa parpadeo en pantalla,Diagnóstico: Panel o componentes de pantalla dañados. GPU integrada causa parpadeo en pantalla. Probar con monitor externo para descartar GPU.,Media,Reinstalar drivers con DDU. Verificar temperatura y ventilación de GPU.,Garantía vigente,126.26,3.8
734,Laptop,Huawei,MateBook D15,Empresarial,Pantalla,"Pantalla con imagen residual, burn-in en panel OLED","Problema de display detectado. Pantalla con imagen residual, burn-in en panel OLED. Evaluar reemplazo de panel o componentes asociados.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,Requiere reemplazo de componente,106.78,9.0
735,Tablet,Microsoft,Surface Pro 9,Económica,Pantalla,"Screen tearing constante, VSync no funciona","Diagnóstico general: Screen tearing constante, VSync no funciona. Se requiere revisión técnica especializada.",Alta,Reemplazar panel o componente de backlight. Cotizar reparación vs equipo nuevo.,En diagnóstico,359.32,19.9
736,Tablet,Apple,iPad Pro 12.9 M2,eReader,Teclado,"Teclado repite caracteres, debounce defectuoso","Problema de teclado. Teclado repite caracteres, debounce defectuoso. Probar con teclado externo para confirmar diagnóstico.",Crítica,"Reemplazo completo del teclado. Si es por líquido, evaluar daño a motherboard.",Fuera de servicio,55.51,22.3
737,Computadora,Acer,Aspire XC,Torre,Pantalla,"Píxeles muertos en pantalla, defecto del panel","Display con defecto. Píxeles muertos en pantalla, defecto del panel. Reemplazo de panel recomendado si costo es viable.",Baja,Calibrar pantalla y actualizar driver de vídeo. Ajustar perfil de color.,Garantía vigente,85.75,1.7
738,Laptop,Dell,Precision 5680,Premium,Ventilación,"Pasta térmica seca, temperatura CPU sobre 95°C","Diagnóstico general: Pasta térmica seca, temperatura CPU sobre 95°C. Se requiere revisión técnica especializada.",Media,Limpieza de polvo con aire comprimido. Verificar RPM del ventilador.,Reparable,38.15,1.3
739,Laptop,MSI,Stealth 15M,Workstation,Disco Duro/SSD,"Disco con latencia alta, sectores lentos detectados","Diagnóstico general: Disco con latencia alta, sectores lentos detectados. Se requiere revisión técnica especializada.",Media,Ejecutar CHKDSK y reparación de sectores. Monitorear SMART diariamente.,Garantía vigente,173.25,2.5
740,Tablet,Xiaomi,Pad 6 Pro,2 en 1,Audio,"Solo un canal de audio funciona, conector desoldado","Diagnóstico: Circuito de audio defectuoso. Solo un canal de audio funciona, conector desoldado. Verificar codec de audio y conexiones.",Baja,Actualizar drivers de audio. Verificar configuración de volumen y dispositivos.,Reparable,71.71,3.4
741,Computadora,Apple,Mac Studio M2 Max,All-in-One,Motherboard,Motherboard con corrosión por líquido derramado,Inestabilidad por RAM defectuosa. Motherboard con corrosión por líquido derramado. Probar módulos individualmente para aislar el dañado.,Baja,Limpieza profunda y rethermal. Verificar conexiones y reseat de componentes.,En diagnóstico,160.89,3.3
742,Computadora,Huawei,MateStation S,All-in-One,Disco Duro/SSD,"SSD con error de sobretemperatura, throttle de escritura","Diagnóstico general: SSD con error de sobretemperatura, throttle de escritura. Se requiere revisión técnica especializada.",Media,Ejecutar CHKDSK y reparación de sectores. Monitorear SMART diariamente.,En diagnóstico,212.99,7.4
743,Laptop,Lenovo,ThinkPad T14,Económica,Conectividad,"Conexión Ethernet limitada a 10Mbps, negociación fallida","Diagnóstico general: Conexión Ethernet limitada a 10Mbps, negociación fallida. Se requiere revisión técnica especializada.",Baja,Resetear adaptador de red. Olvidar y reconectar redes WiFi.,En diagnóstico,31.43,3.8
744,Laptop,HP,Pavilion Gaming 15,Premium,Audio,"Audio con estática y crujidos, DAC defectuoso","Audio no funcional. Audio con estática y crujidos, DAC defectuoso. Reinstalar drivers Realtek/AMD y verificar servicios de audio.",Media,Limpiar jack de audio. Verificar configuración de dispositivos de sonido.,Reparable,27.86,4.5
745,Laptop,Apple,MacBook Pro 14 M3 Max,Económica,Batería,Porcentaje de batería salta de 30% a 5% sin aviso,Batería en estado crítico. Porcentaje de batería salta de 30% a 5% sin aviso. Retirar si está inflada por riesgo de seguridad.,Media,Calibrar batería siguiendo procedimiento del fabricante. Verificar ciclo de carga.,Garantía vigente,93.93,5.5
746,Computadora,Apple,Mac Studio M2 Max,Micro,GPU,"Rayos y artefactos en pantalla al iniciar juegos, GPU dañada","Fallo en sistema de visualización. Rayos y artefactos en pantalla al iniciar juegos, GPU dañada. Verificar cable flex y controlador de backlight.",Crítica,"Reemplazo de GPU dedicada. Si es integrada, reemplazo de motherboard.",Requiere reemplazo de componente,303.98,34.5
747,Laptop,Huawei,MateBook D15,Económica,Pantalla,"Píxeles muertos en pantalla, defecto del panel","Diagnóstico: Panel o componentes de pantalla dañados. Píxeles muertos en pantalla, defecto del panel. Probar con monitor externo para descartar GPU.",Media,Reemplazar cable flex o inverter. Verificar conexión al motherboard.,En diagnóstico,253.89,2.1
748,Tablet,Huawei,MatePad Pro 12.6,2 en 1,Sistema Operativo,Error CRITICAL_PROCESS_DIED al iniciar,Diagnóstico general: Error CRITICAL_PROCESS_DIED al iniciar. Se requiere revisión técnica especializada.,Media,Restaurar sistema a punto anterior. Eliminar software problemático.,Reparable,11.54,4.8
749,Computadora,Apple,Mac Pro 2023,Torre,Audio,"Micrófono no funciona, jack de audio dañado","Diagnóstico: Circuito de audio defectuoso. Micrófono no funciona, jack de audio dañado. Verificar codec de audio y conexiones.",Media,Limpiar jack de audio. Verificar configuración de dispositivos de sonido.,Garantía vigente,117.97,1.9
750,Laptop,Dell,Alienware m16,Workstation,Batería,Porcentaje de batería salta de 30% a 5% sin aviso,Batería degradada. Porcentaje de batería salta de 30% a 5% sin aviso. Verificar con diagnóstico de fabricante.,Alta,Reemplazar batería con original de fabricante. No usar baterías genéricas.,En diagnóstico,70.11,24.0
751,Tablet,Samsung,Galaxy Tab S9,Estándar,Motherboard,CMOS battery connector roto en motherboard,Problema en circuito de motherboard. CMOS battery connector roto en motherboard. Medir voltajes en puntos de test para localizar falla.,Media,Reparar pista o componente específico. Verificar todos los circuitos de alimentación.,Reparable,264.11,6.7
